SNP,Chromosome,Position,Pvals
GRAMD2A,15,72162327,0.881126674
VWA5A,11,124117542,0.881222315
SHC3,9,89013464,0.881279874
LCN12,9,136952328,0.88137317
DACT1,14,58638209,0.881434969
PTP4A1,6,63576930,0.881461432
ALOXE3,17,8096730,0.881467801
SECISBP2,9,89318598,0.881505483
LHFP,13,39344009,0.88152426
SLC2A4RG,20,63739946,0.881537274
ACTR2,2,65239908,0.881565067
THRA,17,40084612,0.881734074
SNX24,5,122936796,0.881736687
C8orf76,8,123220112,0.881744079
ISL2,15,76336903,0.881768121
RCHY1,4,75482563,0.881821809
MAFG,17,81922739,0.881831981
ADCK5,8,144374105,0.881864894
SOCS3,17,78358469,0.881905377
C6orf99,6,158895305,0.882034331
OR5M1,11,56612563,0.882137482
MDGA1,6,37637382,0.882151221
RNF103,2,86603886,0.882279056
CRK,17,1455891,0.882296415
LGALS7,19,38771839,0.88235526
HIST1H2BJ,6,27132573,0.88237954
SSTR3,22,37206563,0.882405402
VAMP2,17,8160869,0.882406991
PLPP6,9,4662384,0.882407619
BANF2,20,17725024,0.882467317
PLA2G3,22,31135802,0.882547628
KEAP1,19,10486656,0.882731684
CYP1A1,15,74720535,0.8827981
LIPT1,2,99161958,0.882952119
RAPGEF4,2,172736003,0.882999766
NPPC,2,231925513,0.883038006
HIST1H2BM,6,27815044,0.883061003
UCHL5,1,193016377,0.883134655
RSBN1L,7,77696479,0.88315958
ZFP36,19,39407806,0.883182959
CCDC154,16,1434488,0.883224719
PPRC1,10,102133075,0.88324344
IQCJ,3,159262698,0.883312718
GHRH,20,37254292,0.883324706
BCHE,3,165773420,0.883370738
PCNA,20,5115332,0.883376512
PLS1,3,142664271,0.883490954
ARL13B,3,93980445,0.883496179
C20orf173,20,35528461,0.883497596
LSM3,3,14178862,0.883505392
SUPT6H,17,28674284,0.883545811
DEFB110,6,50009143,0.883613372
UBE2E2,3,23208803,0.883637525
TMEM104,17,74777353,0.883794152
CBFB,16,67029474,0.883803605
ATF7IP2,16,10430630,0.883820926
ONECUT2,18,57435733,0.883845121
MAPK4,18,50663971,0.883933502
C9orf16,9,128160456,0.884006928
NKAIN4,20,63242593,0.884065392
ZDHHC14,6,157382047,0.884158226
IAPP,12,21373384,0.88419095
SMIM19,8,42546473,0.884282776
PFKP,10,3067612,0.884453541
ABRACL,6,139034161,0.884619088
TMEM203,9,137205029,0.884669177
SMR3A,4,70362150,0.884713753
CBFA2T3,16,88876980,0.884746293
FAM198B,4,158127413,0.884778122
SMAD7,18,48921592,0.884820155
ATAD3B,1,1471903,0.884874276
RPL24,3,101681208,0.884936996
LEMD2,6,33772644,0.885083348
TMEM107,17,8174216,0.885092273
RBBP5,1,205094959,0.885174259
ATXN7L3,17,44194294,0.885219556
RFX8,2,101397559,0.885272904
NRN1,6,5999077,0.885284677
SGSM1,22,24844927,0.885338555
XYLT2,17,50346174,0.885344137
FUT10,8,33372647,0.885362388
SSR3,3,156544357,0.885416969
MSMO1,4,165333501,0.885417563
GID4,17,18039495,0.885433923
ST8SIA1,12,22201625,0.885534709
NDC1,1,53772359,0.885544723
AHSG,3,186613145,0.885602488
TFIP11,22,26492075,0.885621203
SMC6,2,17665503,0.885731901
NCAM1,11,112961648,0.885750885
ADAMTS10,19,8580902,0.885770129
MED12L,3,151086949,0.885795835
SLC27A1,19,17470584,0.885850581
FAM35A,10,87151373,0.886035384
ID2,2,8682229,0.886154867
C6orf52,6,10671469,0.886198136
SPATA46,1,162374070,0.886224604
GALNT16,14,69260339,0.886232841
AMD1,6,110887521,0.886248344
SLC12A3,16,56865261,0.886362742
CREBL2,12,12637617,0.886374648
PTCH1,9,95446928,0.886382619
SPATA6,1,48298805,0.886400062
NKX2-5,5,173232889,0.886452277
STAT6,12,57096616,0.886541767
PDE1A,2,182147100,0.886577916
NRG4,15,75961899,0.886600379
GRM6,5,178981667,0.886632914
UTS2B,3,191275255,0.886695861
KRTAP10-3,21,44558066,0.88673948
MOCOS,18,36187540,0.886852028
PTK7,6,43076495,0.886909252
EHHADH,3,185192254,0.886912583
ANKRD61,7,6031389,0.886993744
SCN10A,3,38697416,0.887017274
MS4A4E,11,60224990,0.887043077
FAM20C,7,208912,0.887152861
ZNF221,19,43962736,0.887349547
QARS,3,49096066,0.887380929
NEUROD2,17,39605491,0.887396132
OXER1,2,42762909,0.887424662
ALPK1,4,112377845,0.887467689
EPN1,19,55677187,0.887470047
NIN,14,50723489,0.887470623
ALKAL1,8,52538483,0.88748662
FAM46A,6,81749829,0.887511708
BCAT1,12,24818019,0.887521643
TRIM77,11,89710315,0.887565284
TJAP1,6,43499012,0.887565457
PF4,4,73981221,0.887603009
AGR2,7,16795017,0.887654905
MORN2,2,38881465,0.887737289
RHOH,4,40243475,0.88776492
CDC42SE1,1,151054256,0.887848745
IRGC,19,43718561,0.887856838
CNFN,19,42387179,0.887861822
MMEL1,1,2629379,0.88788315
HSF1,8,144291848,0.888016576
MYL12A,18,3252324,0.888068024
COMMD1,2,61905686,0.88811153
SYNJ1,21,32631042,0.888178328
TGFBI,5,136029069,0.888206281
FDCSP,4,70233013,0.888234754
KCNK18,10,117197499,0.888325093
PGLYRP4,1,153330799,0.888353077
EBF4,20,2693667,0.888366915
MED11,17,4731492,0.888377314
DOCK9,13,98796210,0.888419269
CBR1,21,36070132,0.888464323
MPC1,6,166365442,0.888536859
PAK1,11,77323344,0.888559721
CISD2,4,102869178,0.888604725
TSN,2,121761480,0.888606378
NLRP3,1,247418840,0.88868739
CGB5,19,49044219,0.888702594
TMEM211,22,24935370,0.888715554
C9orf163,9,136484563,0.888778927
RMND5A,2,86720668,0.888797019
DEXI,16,10941728,0.88890773
GPRC5A,12,12908337,0.888929713
SLCO5A1,8,69672902,0.889024527
SLC39A8,4,102259456,0.889075646
PHF20,20,35842635,0.889084916
PTGIR,19,46621296,0.889104037
JUND,19,18280466,0.889132874
COIL,17,56939142,0.889152266
DGKB,7,14149136,0.889206554
DDX47,12,12813369,0.889249897
CPLX1,4,786536,0.889256252
KRTAP25-1,21,30289328,0.889328193
ADAM30,1,119893992,0.889338615
WASHC2A,10,50068114,0.88941363
NXT1,20,23354129,0.889417192
ST3GAL4,11,126406111,0.889477013
ZNF132,19,58433328,0.889570348
CAPN15,16,546846,0.88959344
IFT20,17,28328640,0.889611193
EIF3E,8,108203038,0.889649954
CYP2A6,19,40843796,0.889776668
INS-IGF2,11,2147634,0.88978676
KCNK9,8,139618328,0.889797143
CYFIP1,15,22870039,0.889800717
ANO4,12,100901797,0.889927686
SLC25A4,4,185143451,0.889967059
CBL,11,119206472,0.889971163
FADS6,17,74878347,0.88997408
UQCR11,19,1599441,0.89000319
CSDC2,22,41571991,0.890004736
OR51A4,11,4946162,0.890006342
PCDHGB3,5,141370417,0.890014266
ATXN2L,16,28823271,0.89003707
PMCH,12,102196982,0.890067365
PRRT2,16,29813059,0.890071961
FSTL1,3,120396980,0.890081403
SP1,12,53381665,0.890082688
PIGV,1,26790834,0.890111217
LMAN1,18,59331421,0.890133778
RECQL4,8,144511436,0.89014106
LMAN1L,15,74812862,0.890163729
RMI2,16,11345484,0.890226954
LRRC37B,17,32021148,0.890247959
BCL7B,7,73537320,0.890284489
TMEM106B,7,12214868,0.890364949
ZP4,1,237882480,0.89045828
DUSP2,2,96143867,0.890485156
S100A12,1,153373845,0.89051121
IL36A,2,113005872,0.890514237
METRNL,17,83085102,0.890613893
RPS8,1,44776123,0.890636563
POLR2L,11,840376,0.890705401
YEATS2,3,183715238,0.890854691
RPL27A,11,8684024,0.890857719
SAMD13,1,84298562,0.890866296
COL25A1,4,108824098,0.891047476
ATP6V0E1,5,173020240,0.891152442
WFDC10B,20,45684881,0.891157326
ZNF605,12,132925375,0.89119409
MED10,5,6372513,0.891239125
TANGO6,16,68860044,0.891299229
HCN4,15,73322506,0.891341217
COPG1,3,129249737,0.891368383
ERBB4,2,211383681,0.891381698
TEX46,1,23010969,0.891383861
PLAC8,4,83094697,0.891395516
RNF2,1,185087561,0.891407395
HIST1H3I,6,27871945,0.891446091
CDC27,17,47120988,0.891457692
ZNF28,19,52799894,0.891506957
TRIM22,11,5696252,0.891603143
C18orf21,18,35972763,0.891709361
MYO5B,18,49826481,0.891722752
HCRTR1,1,31619205,0.89172859
ABCA10,17,69148856,0.891820968
CHMP2A,19,58551660,0.891897774
MAPRE1,20,32825939,0.892014487
C5orf24,5,134854901,0.892024415
PHLDB1,11,118613843,0.892084102
RACK1,5,181236981,0.89209243
OR2M3,1,248203068,0.892099696
SPRYD7,13,49915112,0.892190857
DONSON,21,33578323,0.892269723
RANBP1;TRMT2A,22,20116192,0.892281957
RIT1,1,155900400,0.892299681
GTF3C4,9,132670605,0.892358902
ENPP2,8,119557529,0.892362714
OTUD7A,15,31483661,0.892454108
NPS,10,127549369,0.892462248
UBLCP1,5,159268970,0.892514636
PCDHA1,5,140786310,0.892514872
TTLL5,14,75663200,0.892527066
WASF3,13,26642301,0.892536916
RASEF,9,82982750,0.892554004
JMJD8,16,682799,0.892624023
NR1D1;THRA,17,40093194,0.892705274
TFCP2,12,51098856,0.89272609
CDC14A,1,100352982,0.892751164
PCDH18,4,137521076,0.892751437
EIF2S1,14,67364891,0.892824715
CENPE,4,103106248,0.892898784
RGS7BP,5,64506646,0.892901708
SRSF9,12,120462038,0.892921388
TBX3,12,114671851,0.892966475
SLC39A11,17,72647598,0.89313572
IRX1,5,3596184,0.893172677
IFFO1,12,6540490,0.893179056
KHDC1L,6,73223758,0.89318969
CHD6,20,41404595,0.893232898
CDKL3,5,134299706,0.893264811
KRT77,12,52691269,0.893308542
OR51F2,11,4821395,0.893368198
CFAP65,2,219002966,0.893420888
DPY19L2,12,63560580,0.893479582
BATF3,1,212686850,0.893531366
GDF9,5,132861591,0.89358293
ODF3L1,15,75724276,0.89359834
YWHAG,7,76329580,0.893620804
CLDN23,8,8702430,0.893762744
ESRP2,16,68230229,0.893771693
RAC2,22,37226707,0.893797534
PTPRH,19,55181767,0.893897545
RGR,10,84245124,0.893933513
RPS12,6,132814995,0.893936138
SRP54,14,34996773,0.893946001
CNOT8,5,154863300,0.893950611
ROBO1,3,78600143,0.893954931
OSTN,3,191212551,0.89402108
OR5K3,3,98390666,0.894154535
HIST1H3H,6,27810104,0.89424837
LTBP2,14,74500933,0.894292012
MAPK13,6,36130657,0.894311557
NFYB,12,104121292,0.894326135
H1F0,22,37805640,0.894327613
CTXN1,19,7925319,0.894367543
TRIP4,15,64387865,0.894404876
GPALPP1,13,45004339,0.894518259
EPN2,17,19283292,0.89452936
CSRP2,12,76858940,0.894579914
CACNG3,16,24346743,0.8945996
ATP5J2;ATP5J2-PTCD1,7,99460086,0.894659757
ZNF461,19,36638689,0.894691594
ITGAE,17,3714898,0.894708168
ERCC6L2,9,95876015,0.894724903
NAALADL1,11,65045294,0.894775771
ZNF180,19,44476514,0.894860877
RBM8A,1,145926116,0.894861729
APOL6,22,35656432,0.894987631
MRPL35,2,86199500,0.895045427
SEC14L5,16,4959352,0.895085249
VIP,6,152754177,0.895109844
HAAO,2,42767428,0.895119862
CFAP20,16,58114899,0.89520161
SPATA13,13,23983913,0.895227712
DEFB118,20,31372868,0.895231607
ATP11B,3,182793776,0.895252765
EFNA5,5,107381274,0.895258524
CISD1,10,58269275,0.895305512
GLYCTK,3,52290347,0.89533608
SPINK14,5,148169765,0.895356508
EDC4,16,67873268,0.895374015
CTXN3,5,127657556,0.89546838
SETDB2,13,49488353,0.895555085
CORT,1,10450244,0.895603316
PAX5,9,36840567,0.895620799
STX1B,16,30992888,0.895638059
ZSCAN5A,19,56221585,0.89566201
HAUS6,9,19056387,0.895789477
C6orf132,6,42103823,0.895819773
UST,6,148747432,0.89593696
EEF1A2,20,63488306,0.895975619
ATP5L,11,118406951,0.896015257
PPP4C,16,30076436,0.896031429
SLC7A9,19,32830629,0.896086504
SAP130,2,127942022,0.896103434
SRSF1,17,58005501,0.896203887
CREBRF,5,173090418,0.896209021
PSMC2,7,103347752,0.896222713
TAC4,17,49838644,0.896301108
SCUBE3,6,35214440,0.8963699
POMGNT2,3,43079694,0.896425311
ZCCHC6,9,86301359,0.896446015
GTDC1,2,143947054,0.896492232
CLUH,17,2690611,0.896522288
JCHAIN,4,70656354,0.896542344
SNAPIN,1,153658750,0.896561579
RBL2,16,53434566,0.896615993
PFDN4,20,54214359,0.896818925
NDUFV1,11,67607017,0.896958114
SNX13,7,17794078,0.897027406
KLK4,19,50906960,0.897107253
C12orf75,12,105330937,0.897174936
CHMP5,9,33265113,0.89718859
CRABP1,15,78340448,0.897293078
CR2,1,207454422,0.897321027
NOTCH2,1,119915358,0.897368184
DPM3,1,155139982,0.897423345
DCHS1,11,6621795,0.89742878
ANKS1B,12,98745770,0.897441532
TMED7;TMED7-TICAM2,5,115616342,0.897447075
KRT76,12,52768745,0.897491852
GLIS3,9,3828309,0.897603033
NAT10,11,34108232,0.897677889
NANOG,12,7789619,0.897697234
TNS1,2,217804466,0.897722034
RGSL1,1,182450173,0.897776918
KIF2B,17,53823046,0.897826184
CLPSL2,6,35776620,0.897880894
ATG13,11,46644304,0.897886145
CLDN11,3,170419172,0.897898981
SLC6A6,3,14443702,0.897944799
SMIM12,1,34855716,0.897956424
NDUFS5,1,39028770,0.898034547
TNFRSF8,1,12084540,0.898311511
SVIP,11,22823114,0.898339419
TLR1,4,38796539,0.898356424
SEZ6L2,16,29872188,0.898390425
SULT2B1,19,48552259,0.898404022
IL1RAP,3,190564296,0.89847409
ACOT4,14,73591991,0.898478853
CABP4,11,67455433,0.898495301
COLEC12,18,321686,0.898532689
FEV,2,218981669,0.89856475
UBAP2,9,33922527,0.898609457
CCDC18,1,93183408,0.898621216
SMARCAL1,2,216414721,0.898636606
UBN1,16,4852949,0.898720194
ACLY,17,41867829,0.898789217
SLC30A3,2,27255319,0.898837364
SIAH1,16,48361684,0.898991903
UBE2V1,20,50113110,0.899173111
COLGALT2,1,183938775,0.899179096
PNPT1,2,55636253,0.899180888
FHOD3,18,36297915,0.89922597
CEP95,17,64508613,0.899247959
ARHGEF16,1,3463133,0.899268058
ATP2C2,16,84368617,0.89935118
KRT25,17,40748305,0.899454622
APBB2,4,40816120,0.89951276
TDRD10,1,154507270,0.899533748
MED1,17,39407486,0.899709376
ZNF532,18,58918310,0.899912526
AMDHD1,12,95943430,0.899927339
OSBPL3,7,24800224,0.899978322
RAB43,3,129091191,0.900108105
FAM160B1,10,114830855,0.900123796
SYT16,14,61996113,0.900206411
ADGRL2,1,81836988,0.900267872
SIGLEC7,19,51142370,0.900291784
NOM1,7,156949750,0.900444074
TEKT2,1,36084950,0.900563712
GNPDA2,4,44707842,0.900652202
MAN1B1,9,137087012,0.900727494
SLC17A5,6,73595100,0.90073272
SDHAF1,19,35995350,0.900764157
BAHCC1,17,81399758,0.900787327
THOC7,3,63834155,0.900817461
PRAMEF11,1,12824959,0.900826668
CYP11B2,8,142911984,0.900933869
OR51G1,11,4923411,0.901014697
NXPE2,11,114678590,0.901056574
RGS10,10,119500226,0.901175981
SLC13A1,7,123115588,0.901193133
POU4F2,4,146639177,0.901196309
ZNF189,9,101399170,0.901221027
ZNF445,3,44446814,0.901281837
RIMS4,20,44756148,0.901286119
TNFSF13B,13,108269912,0.901423403
SETMAR,3,4303414,0.90144133
OR4A15,11,55367918,0.90147182
TRIM5,11,5664138,0.901528906
UAP1,1,162566091,0.901564171
BCL3,19,44748810,0.901584552
MECR,1,29194030,0.901591359
HDAC3,5,141626040,0.901615223
S1PR4,19,3178799,0.901652678
TRIM58,1,247857254,0.901664501
FARP1,13,98213265,0.901720269
METTL14,4,118687956,0.901729482
DNAL4,22,38779498,0.901732406
HRK,12,116881048,0.901820526
SBSN,19,35524722,0.901930234
BTG1,12,92144160,0.902154968
CHST6,16,75478648,0.902161326
PPAN,19,10111115,0.902219359
UBXN4,2,135742004,0.90230369
SAYSD1,6,39105466,0.902320223
LBX2,2,74497939,0.902424358
CDC42BPG,11,64824513,0.902497572
GTF2A2,15,59639140,0.902513817
GEN1,2,17759964,0.902637294
RIBC2,22,45413935,0.902730025
GPR6,6,109978794,0.902887584
LYPD3,19,43461385,0.902895982
PERM1,1,976176,0.902974977
RAB1B,11,66272408,0.903056584
PER2,2,238246404,0.903126825
ACCSL,11,44048088,0.903155455
OVGP1,1,111414470,0.903187137
SEC11C,18,59139998,0.903189181
ADM5,19,49689863,0.903210084
USP32,17,60179274,0.903248146
ACOX1,17,75946787,0.903258327
RCL1,9,4793146,0.903313102
RASGRP2,11,64727308,0.903350754
COPS5,8,67043234,0.903373675
OR8H2,11,56105043,0.90349403
LRR1,14,49599052,0.903560115
LIG1,19,48115717,0.903739639
OC90,8,132024516,0.903747609
HIST1H2AE,6,26216999,0.903824927
OR2G6,1,248521655,0.9038688
C10orf25,10,45000400,0.903896266
RBM47,4,40425954,0.903910892
ZNF485,10,43607067,0.903959407
C1orf54,1,150272831,0.903971204
HIRIP3,16,29993220,0.903989102
ATP9B,18,79096499,0.904001888
ACTA2,10,88938092,0.904084624
HIST1H2BI,6,26272985,0.904108638
TYW1B,7,72575512,0.904270347
STMN2,8,79641452,0.904363214
CCDC30,1,42536502,0.904371728
RPRM,2,153478270,0.904395763
PAPPA,9,116154252,0.904403167
LMLN,3,197960222,0.904453776
VCPIP1,8,66634502,0.904481738
CRTAC1;GOLGA7B,10,97865614,0.90458878
QSER1,11,32931745,0.904708196
KIF15,3,44774401,0.904730293
B3GALT6,1,1232289,0.904730595
TP53AIP1,11,128935596,0.904751398
HYKK,15,78513093,0.904784076
CXCL17,19,42428919,0.904860463
MMD,17,55394503,0.905019218
TCP10L,21,32584189,0.905037659
SAMD1,19,14088480,0.905092077
SLC12A5,20,46021772,0.905112604
SPCS3,4,176320103,0.905133267
CFAP97,4,185162814,0.905139343
STMN3,20,63642124,0.905161409
REG1A,2,79121595,0.90517998
LSM1,8,38163707,0.905210888
NBPF10,1,146066326,0.905267177
BRINP2,1,177229907,0.905311175
S100A1,1,153630540,0.905330997
SPINK6,5,148203121,0.905359898
NPFFR2,4,72031981,0.905596079
CCDC138,2,108786786,0.905621945
CCL20,2,227813922,0.905767991
RUVBL1,3,128081273,0.905860991
EMC3,3,9964084,0.905932526
ASPRV1,2,69960677,0.905933995
C2CD4D,1,151837938,0.90595769
PUM1,1,30933279,0.90600031
SSR2,1,156009546,0.906040187
SERPIND1,22,20779331,0.906048225
PZP,12,9148985,0.906098349
NUFIP2,17,29264552,0.9064707
COX18,4,73058142,0.906503508
BICRA,19,47675857,0.906545186
CLEC3A,16,78022604,0.906674906
USP48,1,21695104,0.906940857
USP39,2,85616206,0.906978333
DAAM2,6,39856325,0.906995084
MYO7B,2,127559727,0.907015615
SOX2,3,181712395,0.907023036
VPS29,12,110492051,0.907045125
ARL4D,17,43399756,0.907131294
KRTAP7-1,21,30829447,0.907166367
KRTAP6-2,21,30598735,0.907167685
PTPRS,19,5206779,0.907180914
KLHL25,15,85768045,0.907230358
UBE2B,5,134371609,0.907235183
FGF12,3,192144108,0.907346715
ZNF628,19,55481201,0.907393821
ZKSCAN2,16,25239836,0.907535045
ADCY7,16,50288209,0.907547224
DOCK2,5,169654406,0.907576593
CHAF1A,19,4402787,0.907629725
UHRF1BP1L,12,100037647,0.907634025
SNCB,5,176620838,0.907643634
BTG3,21,17594101,0.907676783
CEP135,4,55952194,0.90778955
DGCR2,22,19038890,0.90780541
XYLB,3,38346882,0.907956441
POLE2,14,49647302,0.908038865
EIF4E,4,98881099,0.908073414
RAB2B,14,21461212,0.908257852
BLOC1S6,15,45587519,0.90839611
PDIA4,7,149003828,0.908472439
MYO1G,7,44962814,0.908489964
C1orf189,1,154199457,0.908525888
DTNB,2,25379314,0.908537916
RAD51B,14,67823568,0.908579445
NCBP2,3,196937048,0.908628698
ZWILCH,15,66505367,0.908639302
C3orf79,3,153484611,0.908710498
TIMM10,11,57528730,0.908742519
WFDC2,20,45469795,0.908762438
MMP10,11,102770800,0.908896455
AIMP2,7,6009401,0.908926786
CTTNBP2NL,1,112416184,0.909030899
ZNF33A,10,38010772,0.909057734
EDEM1,3,5187806,0.909078983
MED15,22,20507705,0.909172223
GAS6,13,113820875,0.909231827
KCNG2,18,79863685,0.909342005
LPP,3,188406148,0.909379308
RPLP2,11,810305,0.90944287
UVSSA,4,1348108,0.909498748
APOBEC3B,22,38984097,0.909503565
GPBP1L1,1,45628296,0.909531247
KCNN4,19,43767634,0.909567344
DCDC1,11,30878618,0.909695236
NUDT19,19,32691985,0.909779091
PDIA5,3,123067171,0.909800847
SCN2A,2,165295905,0.909811344
NRIP2,12,2827219,0.909925653
PTGES3,12,56664790,0.910210232
SPATA31A3,9,66986615,0.910295959
IRF2,4,184388774,0.910340448
PLEKHH2,2,43644712,0.910632168
ADORA3;TMIGD3,1,111503009,0.910694039
SLC25A10,17,81712472,0.910724694
EXOC6,10,92831340,0.910743386
C9orf50,9,129612367,0.910761983
PHF13,1,6614100,0.910999609
DDX60,4,168216938,0.911132948
POLR2I,19,36113769,0.911412086
CENPH,5,69189646,0.911420487
NECAB2,16,83968700,0.911425946
FASTKD5,20,3146795,0.911451227
NDUFS6,5,1801434,0.911466059
HIST2H2AC,1,149887054,0.911697896
GRIN2A,16,9763201,0.911753281
EIF2D,1,206591827,0.911760336
ASPG,14,104085822,0.911857046
RNF7,3,141738342,0.911872731
TBC1D22B,6,37257922,0.91191726
TMEM9B,11,8948339,0.912009031
NHLH2,1,115838179,0.912028042
DCUN1D1,3,182961270,0.912105301
SMIM1,1,3775395,0.912185453
SNTG1,8,50394260,0.91219563
TRPA1,8,72022973,0.912327694
TPI1,12,6867476,0.912338352
SYCP2,20,59865586,0.912446443
KCNC3,19,50320266,0.912491031
PGAP1,2,196841269,0.912514869
TIAL1,10,119575720,0.91256997
MINOS1-NBL1;NBL1,1,19655050,0.912621347
PROK1,1,110451244,0.912654629
TOX,8,58808120,0.912764945
TIMELESS,12,56417723,0.912772533
NFIC,19,3366650,0.912852137
RPA3,7,7637019,0.912919861
KCMF1,2,85027993,0.912943707
HIGD2A,5,176388871,0.91298278
GGA2,16,23467598,0.912993802
GRAP,17,19021834,0.91301982
RAB22A,20,58311068,0.913035974
OCSTAMP,20,46541435,0.913075984
RUSC2,9,35546532,0.91309386
SYDE1,19,15107444,0.913223298
UFM1,13,38350020,0.913235197
TDG,12,103966038,0.913242772
CCDC87,11,66590506,0.91325645
PRODH2,19,35800055,0.913265952
MDK,11,46382067,0.913282346
CACNA1G,17,50561487,0.913340347
IER3IP1,18,47156203,0.913437177
OLFM3,1,101804245,0.913564973
FAM26F,6,116461939,0.913587965
BPIFA3,20,33217549,0.913765048
C16orf87,16,46803064,0.913857784
ROBO4,11,124885052,0.913894647
CR1,1,207496311,0.913906321
SLC47A2,17,19678714,0.913951213
RNF150,4,140868326,0.91411023
MDGA2,14,46842014,0.914138547
C7orf69,7,47818030,0.914163992
COX7A1,19,36150993,0.914219994
MARVELD3,16,71626245,0.914268908
PMF1,1,156225559,0.914289761
PRAMEF1,1,12793230,0.914314836
PTMS,12,6766721,0.914370462
APOBEC4,1,183647690,0.914405329
SLC19A1,21,45515049,0.914422747
RAB39A,11,107928583,0.914469053
UBA6,4,67619013,0.914498033
UBE2V2,8,48043048,0.914629679
MAT2A,2,85539298,0.914647038
PCDHGA4,5,141355184,0.914677127
ESR1,6,151807928,0.914800731
ATP5L2,22,42639988,0.91480797
CUX1,7,101816062,0.914863476
ITPR1,3,4516495,0.9149067
C16orf58,16,31490843,0.914908843
WASL,7,123684552,0.915009231
CSF1R,5,150054072,0.915068884
SLC3A2,11,62856285,0.915167228
HIST1H4I,6,27139348,0.91520397
TUBB4B,9,137241362,0.915279068
PLN,6,118558975,0.915318255
DST,6,56459024,0.915428154
ACSM3,16,20770044,0.91555193
ATP6V0D2,8,86098981,0.915556186
ASIC3,7,151048910,0.915702495
EAPP,14,34516427,0.915725792
BCL9,1,147611867,0.915770502
CCL19,9,34689829,0.915803021
NOD2,16,50697264,0.915902148
RPLP1,15,69453013,0.916251221
